Date;Open;High;Low;Close;Volume
28/02/2013;465.72;476.41;465.72;474.56;53.25K
01/03/2013;476.51;480.39;475.46;477.15;55.93K
04/03/2013;477.04;479.06;468.74;468.74;74.56K
05/03/2013;467.36;467.84;461.61;462.12;59.79K
06/03/2013;466.96;471.09;464.19;471.09;35.56K
07/03/2013;470.73;472.54;466.63;466.63;46.95K
08/03/2013;468.10;471.75;468.10;470.68;31.77K
11/03/2013;471.29;476.79;469.78;476.50;56.61K
12/03/2013;475.23;478.67;470.51;475.34;60.26K
13/03/2013;476.43;478.05;471.85;473.18;50.26K
14/03/2013;471.63;474.60;470.81;474.60;46.72K
15/03/2013;474.99;481.35;474.45;481.35;74.40K
18/03/2013;481.53;482.59;478.54;479.13;49.14K
19/03/2013;478.45;482.21;477.55;480.48;35.32K
20/03/2013;481.88;488.94;480.53;487.04;52.32K
21/03/2013;488.64;494.57;488.43;491.79;57.18K
22/03/2013;492.88;500.59;486.15;489.99;54.55K
25/03/2013;491.76;495.64;488.55;493.57;38.34K
26/03/2013;494.19;496.32;489.14;489.46;47.04K
27/03/2013;489.30;492.46;485.34;491.26;38.97K
28/03/2013;491.64;495.12;487.67;490.67;45.82K
29/03/2013;487.01;492.96;483.50;491.04;38.99K
01/04/2013;490.66;505.81;489.90;505.81;55.43K
02/04/2013;507.31;514.10;507.22;509.43;70.26K
03/04/2013;509.29;511.59;502.38;505.93;57.12K
04/04/2013;505.54;506.63;497.35;497.35;52.18K
05/04/2013;501.16;503.36;497.83;502.58;48.75K
08/04/2013;505.00;507.75;501.91;506.66;52.18K
09/04/2013;505.09;512.85;504.16;510.49;60.76K
10/04/2013;512.15;518.46;496.50;496.50;69.18K
11/04/2013;501.39;504.51;497.08;504.07;52.04K
12/04/2013;505.37;505.90;490.82;494.27;52.31K
15/04/2013;491.65;491.77;478.80;480.02;54.83K
16/04/2013;475.07;479.97;466.56;478.07;58.21K
17/04/2013;482.17;483.99;476.53;483.99;30.05K
18/04/2013;483.99;483.99;471.10;473.21;38.52K
22/04/2013;471.81;472.95;466.78;468.43;39.69K
23/04/2013;470.59;475.48;469.13;473.69;34.01K
24/04/2013;474.48;475.75;472.89;472.89;32.85K
25/04/2013;474.87;477.80;474.29;476.59;37.11K
26/04/2013;477.04;479.12;474.43;474.51;31.27K
02/05/2013;474.54;476.42;472.16;473.02;25.84K
03/05/2013;471.14;475.24;470.81;475.24;26.29K
06/05/2013;478.94;488.32;478.94;488.32;52.99K
07/05/2013;489.35;491.56;484.39;485.58;58.06K
08/05/2013;486.74;488.04;483.03;485.07;63.52K
09/05/2013;485.44;488.57;485.20;486.22;101.30K
10/05/2013;488.10;490.76;484.75;486.10;85.57K
13/05/2013;486.96;490.38;486.96;488.93;45.49K
14/05/2013;486.94;487.45;480.79;483.85;46.53K
15/05/2013;482.82;487.52;481.80;485.97;37.55K
16/05/2013;486.00;491.44;485.28;490.34;49.81K
17/05/2013;489.99;491.85;487.60;487.60;50.05K
20/05/2013;487.71;492.96;485.42;492.27;48.67K
21/05/2013;496.09;502.60;495.95;500.18;88.74K
22/05/2013;503.23;504.68;501.44;502.23;66.88K
23/05/2013;501.15;506.58;498.22;498.22;80.02K
24/05/2013;498.77;503.60;495.96;500.24;62.52K
27/05/2013;504.38;516.08;504.38;512.41;93.33K
28/05/2013;515.62;517.97;512.81;516.33;87.43K
29/05/2013;517.91;520.36;511.31;515.09;99.72K
30/05/2013;517.18;521.45;513.68;521.45;75.59K
31/05/2013;526.58;526.58;518.39;518.39;150.13K
03/06/2013;518.30;521.35;516.64;517.03;75.93K
04/06/2013;517.03;521.96;510.69;510.69;78.93K
05/06/2013;512.37;514.64;508.86;514.64;56.29K
06/06/2013;513.43;521.28;513.16;520.90;72.25K
07/06/2013;523.21;527.97;523.19;527.97;74.55K
10/06/2013;530.97;533.15;524.56;524.56;94.17K
11/06/2013;525.20;525.68;520.94;521.95;68.05K
12/06/2013;521.21;524.91;518.24;518.24;70.56K
13/06/2013;518.28;519.54;510.07;515.09;62.54K
14/06/2013;517.14;518.00;509.03;509.03;60.67K
17/06/2013;510.52;511.23;498.31;498.52;75.81K
18/06/2013;497.06;500.54;495.50;498.88;55.77K
19/06/2013;501.58;504.11;500.61;503.37;43.06K
20/06/2013;502.22;503.75;498.55;499.51;49.47K
21/06/2013;497.30;501.25;495.23;498.84;94.15K
24/06/2013;500.44;501.14;487.41;489.74;58.31K
25/06/2013;487.04;488.55;466.78;473.02;86.82K
26/06/2013;473.26;476.47;466.41;473.53;66.68K
27/06/2013;476.33;482.95;475.00;482.95;46.02K
28/06/2013;484.84;485.94;479.94;481.13;62.41K
01/07/2013;478.98;482.03;475.26;480.04;35.06K
02/07/2013;480.72;490.14;480.72;489.84;37.84K
03/07/2013;489.84;492.93;487.11;487.35;45.91K
04/07/2013;489.23;490.65;486.49;487.22;39.43K
05/07/2013;488.06;489.99;485.22;485.66;38.32K
08/07/2013;485.24;485.95;480.58;482.77;40.65K
09/07/2013;483.96;485.50;481.14;485.50;29.84K
10/07/2013;487.81;489.83;484.43;484.43;32.64K
11/07/2013;484.38;485.44;482.11;484.47;35.04K
12/07/2013;485.14;493.99;485.13;493.99;51.91K
15/07/2013;496.12;498.32;492.95;494.10;43.48K
16/07/2013;494.66;497.83;493.74;496.22;42.32K
17/07/2013;496.38;498.42;493.37;497.50;42.12K
18/07/2013;495.68;500.51;494.23;496.84;53.15K
19/07/2013;499.64;505.38;499.28;503.76;48.11K
22/07/2013;505.11;507.71;501.63;506.16;54.39K
23/07/2013;506.16;508.64;504.22;504.29;53.03K
24/07/2013;503.67;504.27;493.36;494.18;60.42K
25/07/2013;493.75;495.85;491.71;491.78;42.25K
26/07/2013;493.50;495.16;487.92;493.93;43.41K
29/07/2013;493.81;494.36;485.56;485.69;32.83K
30/07/2013;485.78;490.36;485.74;488.54;30.66K
31/07/2013;488.10;493.10;487.10;491.85;41.62K
01/08/2013;490.90;494.31;489.57;492.43;31.50K
02/08/2013;493.33;495.71;493.02;494.66;26.27K
05/08/2013;494.38;496.74;492.75;493.66;29.58K
06/08/2013;492.69;496.56;491.91;496.56;34.42K
07/08/2013;496.95;502.26;495.02;500.10;40.45K
08/08/2013;499.53;503.51;497.05;498.22;28.33K
09/08/2013;498.88;502.04;498.88;500.62;28.10K
12/08/2013;501.35;501.39;497.53;499.46;31.95K
13/08/2013;499.46;502.63;497.40;497.73;36.52K
14/08/2013;498.51;503.89;496.35;503.57;35.78K
15/08/2013;505.03;509.60;505.03;508.22;63.49K
16/08/2013;508.22;510.22;505.48;507.79;60.58K
19/08/2013;507.27;513.34;507.16;511.02;61.78K
20/08/2013;509.59;510.59;504.11;504.81;65.90K
21/08/2013;504.77;504.78;497.01;502.70;53.82K
22/08/2013;499.82;503.92;494.40;496.12;53.03K
23/08/2013;496.12;497.89;482.78;486.82;54.17K
26/08/2013;485.26;490.54;478.59;490.54;43.03K
27/08/2013;488.23;489.89;485.57;485.57;27.83K
28/08/2013;482.48;482.48;470.29;473.30;69.27K
29/08/2013;473.33;477.09;468.55;468.55;39.84K
30/08/2013;469.64;472.70;462.13;472.70;35.50K
03/09/2013;473.56;477.08;470.26;472.17;29.19K
04/09/2013;472.77;476.42;469.30;471.45;69.28K
05/09/2013;473.62;477.77;470.72;477.57;47.48K
06/09/2013;479.18;480.55;475.16;480.03;46.82K
09/09/2013;478.98;478.98;469.39;470.16;54.93K
10/09/2013;470.16;475.62;470.16;474.53;28.76K
11/09/2013;474.53;478.95;473.68;476.40;33.57K
12/09/2013;474.97;477.25;474.91;475.59;32.57K
13/09/2013;475.11;478.00;474.54;476.42;29.07K
16/09/2013;478.32;478.70;473.97;475.57;38.47K
17/09/2013;476.21;480.16;475.82;477.73;39.15K
18/09/2013;478.65;479.43;473.52;474.26;39.01K
19/09/2013;477.99;478.99;475.69;476.09;35.57K
20/09/2013;476.12;477.19;474.70;477.19;84.26K
23/09/2013;476.79;479.09;475.06;479.09;46.17K
24/09/2013;478.88;483.78;478.85;482.82;82.40K
25/09/2013;482.41;488.98;482.41;486.22;80.66K
26/09/2013;486.28;487.88;482.61;485.11;49.67K
27/09/2013;484.68;487.82;483.85;486.61;47.13K
30/09/2013;487.12;492.65;486.70;492.63;68.46K
01/10/2013;491.92;496.59;491.34;492.24;102.08K
02/10/2013;492.58;496.86;492.58;494.39;77.33K
03/10/2013;495.00;495.00;491.59;492.30;62.67K
04/10/2013;492.17;497.73;490.43;497.50;59.72K
07/10/2013;497.45;502.16;496.92;500.47;72.10K
08/10/2013;500.53;502.64;497.58;502.22;72.19K
09/10/2013;501.28;502.52;498.98;500.67;64.40K
10/10/2013;500.34;501.64;494.81;494.81;66.51K
11/10/2013;496.71;498.58;494.53;494.53;53.53K
14/10/2013;494.31;495.67;492.81;493.62;38.40K
15/10/2013;493.03;495.72;492.37;495.72;50.45K
16/10/2013;495.59;500.60;495.02;498.96;69.93K
17/10/2013;501.88;502.64;498.83;499.59;64.10K
18/10/2013;499.89;501.39;497.91;500.83;69.75K
21/10/2013;501.80;503.72;500.25;501.57;112.33K
22/10/2013;500.94;502.95;498.74;500.57;74.97K
23/10/2013;501.41;504.81;501.41;504.05;82.43K
24/10/2013;503.47;505.74;500.64;501.17;86.40K
25/10/2013;502.80;503.17;499.53;500.75;74.17K
28/10/2013;501.27;501.86;496.46;496.46;73.72K
29/10/2013;494.66;497.74;494.01;497.08;57.87K
30/10/2013;498.00;500.97;497.95;499.07;48.37K
31/10/2013;500.04;500.59;497.41;497.41;43.35K
01/11/2013;499.21;499.27;496.93;497.08;42.53K
04/11/2013;497.25;498.49;495.68;497.07;65.13K
05/11/2013;497.38;500.28;495.84;499.79;75.86K
06/11/2013;500.83;502.52;499.58;502.52;81.85K
07/11/2013;501.40;503.30;499.29;499.86;106.54K
08/11/2013;498.80;500.47;498.33;498.61;72.79K
11/11/2013;498.03;501.08;497.41;501.08;93.28K
12/11/2013;500.81;501.36;496.79;497.65;121.98K
13/11/2013;496.90;498.62;495.68;496.12;64.53K
14/11/2013;496.67;498.82;496.12;497.85;65.07K
15/11/2013;497.88;502.12;497.72;501.34;91.22K
18/11/2013;503.33;507.41;503.33;506.48;115.88K
19/11/2013;505.45;507.63;504.71;504.71;96.55K
20/11/2013;504.68;505.75;502.98;505.52;107.16K
21/11/2013;507.00;510.21;503.54;503.54;173.94K
22/11/2013;504.52;506.46;502.83;505.64;106.38K
25/11/2013;506.94;509.72;506.08;506.46;97.38K
26/11/2013;506.98;510.75;504.65;509.16;93.48K
27/11/2013;510.96;513.25;507.66;508.43;102.74K
28/11/2013;508.53;509.15;506.99;507.71;82.13K
29/11/2013;507.42;508.78;506.05;507.78;101.25K
02/12/2013;509.13;509.48;507.10;508.53;77.69K
03/12/2013;508.13;514.83;508.13;511.62;125.50K
04/12/2013;512.01;513.40;510.66;510.88;111.83K
05/12/2013;510.39;512.21;507.52;510.03;103.88K
06/12/2013;510.03;512.37;509.76;510.12;78.64K
09/12/2013;514.13;514.13;510.94;511.23;102.31K
10/12/2013;512.10;513.83;510.24;511.60;80.98K
11/12/2013;511.74;511.81;504.90;505.31;103.54K
12/12/2013;503.77;507.68;503.76;506.92;80.16K
13/12/2013;507.07;509.35;505.49;506.06;67.67K
16/12/2013;503.46;506.52;502.04;502.04;62.70K
17/12/2013;503.24;505.67;502.20;505.67;73.60K
18/12/2013;505.10;506.11;503.66;505.25;62.33K
19/12/2013;505.90;508.04;504.92;506.28;111.08K
20/12/2013;507.39;508.29;504.45;504.45;142.43K
23/12/2013;506.60;509.41;505.73;508.68;108.21K
24/12/2013;508.61;509.54;505.62;505.62;91.41K
25/12/2013;506.37;506.53;503.03;504.42;73.61K
26/12/2013;504.41;507.57;503.59;506.55;82.92K
27/12/2013;507.08;510.09;506.41;506.41;73.74K
30/12/2013;506.35;507.02;500.35;500.35;94.29K
31/12/2013;500.04;506.44;499.49;504.63;60.92K
02/01/2014;505.61;506.71;503.04;504.51;57.72K
03/01/2014;504.41;506.28;503.94;505.37;55.60K
06/01/2014;505.74;509.10;504.28;509.10;68.74K
07/01/2014;510.84;513.00;509.87;510.12;74.36K
08/01/2014;511.03;514.20;509.01;513.90;70.30K
09/01/2014;513.66;516.98;513.52;516.98;91.49K
10/01/2014;518.33;523.06;518.24;518.94;107.18K
13/01/2014;519.31;522.32;518.78;521.11;71.99K
14/01/2014;521.13;524.59;520.63;522.31;94.87K
15/01/2014;523.72;527.09;522.45;526.68;127.58K
16/01/2014;528.83;533.54;527.90;533.54;97.75K
17/01/2014;536.81;549.88;536.81;543.59;118.07K
20/01/2014;548.22;559.93;548.22;553.67;105.72K
21/01/2014;555.72;560.18;547.65;559.91;100.92K
22/01/2014;561.34;564.61;551.92;551.92;125.28K
23/01/2014;550.88;556.50;550.52;553.55;73.72K
24/01/2014;555.66;560.19;553.46;560.19;88.01K
27/01/2014;560.45;560.49;556.35;556.52;67.55K
06/02/2014;555.51;557.29;551.45;554.68;89.24K
07/02/2014;557.71;558.51;549.37;549.76;124.97K
10/02/2014;550.41;555.90;548.56;555.90;110.19K
11/02/2014;559.74;561.83;553.90;553.90;175.05K
12/02/2014;555.55;564.25;554.26;564.25;126.10K
13/02/2014;567.58;570.68;565.27;570.18;147.12K
14/02/2014;573.09;576.18;569.38;572.22;142.81K
17/02/2014;571.91;572.85;567.89;570.20;163.69K
18/02/2014;570.80;574.56;570.16;574.56;160.28K
19/02/2014;578.53;578.80;573.86;578.12;159.10K
20/02/2014;579.64;584.10;565.31;571.04;259.68K
21/02/2014;570.95;574.61;565.33;570.57;124.76K
24/02/2014;571.94;576.58;570.07;576.58;119.03K
25/02/2014;575.49;586.20;575.49;586.20;143.52K
26/02/2014;590.64;590.79;582.96;589.81;157.70K
27/02/2014;587.82;596.40;584.79;584.79;225.21K
28/02/2014;586.12;591.36;581.63;586.48;119.41K
03/03/2014;586.65;587.11;573.37;573.38;143.30K
04/03/2014;569.34;572.28;563.55;569.97;125.57K
05/03/2014;569.97;577.50;569.97;574.94;105.93K
06/03/2014;576.17;580.04;574.58;578.56;141.31K
07/03/2014;579.40;582.24;579.10;579.75;157.00K
10/03/2014;580.84;584.81;579.98;583.69;145.03K
11/03/2014;585.10;589.45;582.20;588.50;162.49K
12/03/2014;590.94;596.38;590.02;590.02;177.88K
13/03/2014;590.83;595.22;590.36;595.22;133.78K
14/03/2014;596.20;600.68;594.51;596.83;163.99K
17/03/2014;603.05;603.24;598.70;600.36;170.18K
18/03/2014;602.01;603.21;597.78;599.85;205.40K
19/03/2014;600.73;605.91;600.42;605.59;192.01K
20/03/2014;607.39;608.51;600.03;600.26;192.92K
21/03/2014;600.26;607.22;600.26;601.75;229.96K
24/03/2014;606.55;609.20;604.18;607.55;194.82K
25/03/2014;609.01;609.46;601.85;601.85;261.35K
26/03/2014;603.54;603.68;587.52;588.06;259.09K
27/03/2014;588.94;591.70;582.81;590.14;151.34K
28/03/2014;592.82;595.70;590.59;594.29;122.37K
31/03/2014;594.29;597.22;591.57;591.57;119.52K
01/04/2014;590.93;593.03;582.30;583.85;173.01K
02/04/2014;584.17;586.50;574.40;581.67;146.78K
03/04/2014;584.45;590.91;582.83;589.44;105.52K
04/04/2014;589.90;593.72;588.34;593.04;119.72K
07/04/2014;595.72;602.55;595.35;600.57;115.65K
08/04/2014;600.71;603.25;598.52;603.25;127.47K
10/04/2014;603.25;608.89;600.43;601.33;114.25K
11/04/2014;597.87;602.01;594.96;600.57;106.93K
14/04/2014;602.67;602.70;596.05;596.11;128.08K
15/04/2014;596.00;597.99;586.09;586.09;131.67K
16/04/2014;583.64;585.51;567.61;574.29;149.24K
17/04/2014;580.39;583.51;575.83;580.31;117.69K
18/04/2014;580.89;580.89;565.33;565.33;116.97K
21/04/2014;564.21;568.44;558.14;558.14;95.57K
22/04/2014;560.63;569.87;556.47;569.87;99.11K
23/04/2014;569.83;573.39;567.04;569.36;71.20K
24/04/2014;568.38;571.57;566.94;570.46;56.70K
25/04/2014;571.71;580.74;571.71;578.92;64.32K
28/04/2014;579.05;580.70;573.10;573.10;58.05K
29/04/2014;570.64;578.21;570.64;578.00;50.44K
05/05/2014;578.45;580.11;564.47;564.85;76.08K
06/05/2014;561.86;562.36;545.97;555.11;100.64K
07/05/2014;558.04;561.56;553.21;559.97;52.42K
08/05/2014;550.75;550.75;525.37;527.09;146.49K
09/05/2014;522.82;542.56;522.70;542.46;118.86K
12/05/2014;536.82;536.82;512.25;517.05;99.26K
13/05/2014;508.76;518.45;508.51;513.91;98.64K
14/05/2014;510.16;529.59;509.82;529.53;108.32K
15/05/2014;529.39;537.27;512.41;524.05;132.54K
16/05/2014;522.00;529.49;519.39;529.49;83.78K
19/05/2014;530.31;534.68;525.82;533.04;106.14K
20/05/2014;531.00;537.93;527.69;537.52;105.11K
21/05/2014;537.95;543.93;533.19;543.88;102.99K
22/05/2014;543.35;547.20;541.43;541.73;130.12K
23/05/2014;542.44;545.30;540.51;541.49;85.74K
26/05/2014;541.43;544.93;536.27;544.06;85.78K
27/05/2014;543.55;552.75;542.49;552.75;127.18K
28/05/2014;554.32;557.93;553.03;557.34;108.16K
29/05/2014;556.30;562.33;555.32;558.45;116.32K
30/05/2014;558.78;565.05;557.20;562.02;83.44K
02/06/2014;560.29;563.12;554.44;556.80;80.23K
03/06/2014;557.34;560.62;554.96;558.76;58.64K
04/06/2014;559.13;559.19;550.23;553.46;67.93K
05/06/2014;552.20;553.96;548.47;551.10;59.23K
06/06/2014;553.62;559.04;551.80;559.04;60.85K
09/06/2014;559.04;571.83;558.64;565.61;112.50K
10/06/2014;566.31;571.73;564.32;566.89;79.45K
11/06/2014;567.77;573.05;566.51;570.36;85.22K
12/06/2014;571.19;574.75;568.58;573.77;96.14K
13/06/2014;573.58;577.27;573.03;574.48;72.41K
16/06/2014;575.20;575.87;571.76;572.37;87.59K
17/06/2014;571.80;573.15;567.58;572.25;108.67K
18/06/2014;571.74;575.03;570.03;570.03;99.96K
19/06/2014;564.93;569.41;558.65;567.35;124.33K
20/06/2014;568.45;571.76;560.78;560.78;123.45K
23/06/2014;561.97;567.71;561.97;565.92;62.54K
24/06/2014;565.47;570.37;565.12;569.74;67.58K
25/06/2014;570.33;574.62;569.27;572.27;96.49K
26/06/2014;572.23;578.29;570.33;576.40;123.94K
27/06/2014;576.29;580.75;575.10;578.82;74.42K
30/06/2014;578.28;582.26;577.76;578.13;76.50K
01/07/2014;578.93;582.16;577.30;578.07;104.40K
02/07/2014;578.90;581.89;576.88;578.80;109.10K
03/07/2014;581.24;585.02;580.55;585.02;131.46K
04/07/2014;585.66;591.38;585.66;589.35;132.76K
07/07/2014;592.23;594.84;589.61;590.69;127.75K
08/07/2014;591.63;593.40;588.54;591.47;96.63K
09/07/2014;591.82;593.42;590.46;591.60;109.82K
10/07/2014;591.21;591.35;581.49;584.88;152.83K
11/07/2014;584.29;586.57;580.54;582.77;78.30K
14/07/2014;583.55;586.23;581.99;586.23;68.06K
15/07/2014;587.92;590.09;587.68;589.31;137.43K
16/07/2014;594.13;594.29;589.68;589.68;138.14K
17/07/2014;588.99;591.42;586.07;590.37;96.55K
18/07/2014;590.90;596.26;589.33;596.26;144.37K
21/07/2014;598.11;604.64;596.96;601.04;111.56K
22/07/2014;599.30;600.93;594.85;597.98;103.90K
23/07/2014;599.56;599.56;594.10;597.50;65.42K
24/07/2014;597.03;602.49;597.03;602.06;87.86K
25/07/2014;603.54;605.78;600.14;600.14;99.97K
28/07/2014;599.13;599.35;587.78;589.45;111.54K
29/07/2014;590.57;592.24;585.75;592.24;62.28K
30/07/2014;591.15;593.58;588.53;589.33;81.07K
31/07/2014;589.35;596.11;587.68;596.07;64.62K
01/08/2014;594.66;596.80;592.38;593.90;65.13K
04/08/2014;592.04;600.52;592.04;599.04;71.64K
05/08/2014;600.46;607.73;599.10;607.73;86.63K
06/08/2014;607.95;610.88;605.63;606.70;94.02K
07/08/2014;603.94;608.42;603.13;607.62;91.13K
08/08/2014;607.18;610.09;604.08;605.43;108.88K
11/08/2014;602.78;607.16;600.48;602.13;87.72K
12/08/2014;600.52;604.89;598.71;601.78;83.00K
13/08/2014;601.03;604.51;599.64;602.76;95.74K
14/08/2014;605.03;607.84;604.08;605.25;112.03K
15/08/2014;605.25;608.46;603.24;604.24;105.90K
18/08/2014;605.42;607.79;603.33;605.08;139.41K
19/08/2014;607.27;609.04;603.61;604.64;134.15K
20/08/2014;604.30;608.72;602.81;606.70;107.83K
21/08/2014;608.91;616.96;608.58;612.94;151.00K
22/08/2014;614.51;622.97;614.51;620.14;163.55K
25/08/2014;622.71;629.58;622.16;625.88;182.02K
26/08/2014;627.13;631.17;625.10;629.06;135.43K
27/08/2014;630.84;632.25;624.68;628.77;157.14K
28/08/2014;627.41;635.94;626.32;632.03;164.37K
29/08/2014;634.91;640.19;631.11;636.65;189.88K
03/09/2014;640.69;644.56;638.95;640.75;204.66K
04/09/2014;638.60;642.88;636.56;640.22;163.38K
05/09/2014;640.63;641.96;638.55;638.65;161.91K
08/09/2014;641.88;642.72;639.19;639.85;182.23K
09/09/2014;640.50;641.20;622.76;626.92;280.30K
10/09/2014;625.59;630.03;618.54;628.80;141.62K
11/09/2014;629.77;633.60;626.26;628.99;129.42K
12/09/2014;631.31;632.91;627.42;632.50;144.09K
15/09/2014;633.86;636.65;630.34;630.34;212.38K
16/09/2014;628.96;631.59;623.66;627.66;180.90K
17/09/2014;630.48;632.22;625.66;625.66;189.81K
18/09/2014;625.95;627.29;615.80;615.80;179.60K
19/09/2014;615.86;619.80;612.40;613.29;218.23K
22/09/2014;617.71;621.36;611.93;611.93;143.31K
23/09/2014;611.75;615.99;610.39;610.39;144.39K
24/09/2014;609.51;611.61;603.59;603.59;132.70K
25/09/2014;604.31;605.50;594.28;605.10;135.77K
26/09/2014;608.80;610.15;604.98;604.98;143.92K
29/09/2014;605.03;605.03;599.78;599.78;127.43K
30/09/2014;597.11;601.54;594.00;598.80;153.79K
01/10/2014;603.50;611.74;603.44;609.27;183.01K
02/10/2014;612.43;614.80;607.57;612.66;180.22K
03/10/2014;613.38;615.42;610.55;611.55;190.32K
06/10/2014;612.11;616.13;611.77;614.42;168.96K
07/10/2014;614.16;617.01;612.94;614.08;194.67K
08/10/2014;615.04;618.37;611.98;617.26;175.39K
09/10/2014;622.25;626.90;622.25;624.34;163.35K
10/10/2014;623.85;627.49;617.72;617.72;150.44K
13/10/2014;615.77;618.29;608.27;614.22;119.91K
14/10/2014;614.22;616.71;605.79;605.79;115.31K
15/10/2014;603.73;606.40;596.50;604.29;124.37K
16/10/2014;603.11;603.59;585.76;587.17;169.57K
17/10/2014;585.95;591.85;577.79;585.28;130.53K
20/10/2014;588.38;593.20;585.70;589.24;82.45K
21/10/2014;590.17;601.14;588.75;600.55;87.10K
22/10/2014;600.27;603.97;598.99;601.59;101.80K
23/10/2014;598.87;602.02;593.11;593.53;151.03K
24/10/2014;592.66;595.33;588.72;591.51;93.57K
27/10/2014;590.33;591.59;580.02;580.80;104.19K
28/10/2014;578.73;584.43;578.44;583.13;116.56K
29/10/2014;585.68;591.83;585.68;591.20;100.31K
30/10/2014;593.09;594.30;589.14;589.14;96.46K
31/10/2014;591.12;600.84;588.16;600.84;132.33K
03/11/2014;603.44;606.94;602.51;603.15;123.87K
04/11/2014;601.55;604.47;598.39;598.39;116.13K
05/11/2014;599.64;602.53;593.53;597.01;146.01K
06/11/2014;599.20;601.28;596.73;597.85;93.44K
07/11/2014;598.41;603.32;597.73;602.59;125.60K
10/11/2014;604.75;607.50;602.12;602.12;138.82K
11/11/2014;603.48;608.68;601.85;604.23;136.61K
12/11/2014;605.14;606.36;603.12;604.01;126.58K
13/11/2014;605.25;607.29;602.62;603.16;157.54K
14/11/2014;601.69;602.51;596.95;600.36;145.11K
17/11/2014;602.40;604.63;600.93;600.93;114.41K
18/11/2014;600.86;602.53;594.25;594.25;143.92K
19/11/2014;594.88;597.29;588.35;588.35;162.36K
20/11/2014;592.17;594.76;589.84;593.32;152.66K
21/11/2014;594.71;596.02;588.03;588.03;160.14K
24/11/2014;585.08;586.54;580.92;582.53;115.96K
25/11/2014;583.53;588.42;583.53;585.91;114.07K
26/11/2014;587.58;588.16;575.09;576.04;162.04K
27/11/2014;575.63;575.82;567.36;572.89;117.67K
28/11/2014;570.61;572.12;565.10;566.58;145.68K
01/12/2014;566.22;571.69;565.09;568.01;123.86K
02/12/2014;570.44;570.79;568.55;569.43;101.63K
03/12/2014;570.48;575.95;570.44;574.88;119.14K
04/12/2014;576.63;581.27;576.63;578.38;108.39K
05/12/2014;578.52;582.42;578.18;578.76;106.68K
08/12/2014;577.44;577.44;569.24;571.68;113.55K
09/12/2014;567.55;567.55;554.51;555.31;191.55K
10/12/2014;550.35;558.47;544.78;557.19;119.41K
11/12/2014;549.78;557.96;547.55;550.11;95.72K
12/12/2014;547.69;554.82;547.69;553.93;77.36K
15/12/2014;550.80;554.35;547.93;547.93;84.73K
16/12/2014;545.33;545.66;535.00;535.14;128.02K
17/12/2014;535.27;536.64;513.06;518.22;171.36K
18/12/2014;522.90;528.60;521.33;528.45;113.30K
19/12/2014;527.61;533.30;522.10;523.09;180.82K
22/12/2014;527.28;537.54;527.28;537.54;98.81K
23/12/2014;535.61;543.22;532.78;537.88;110.20K
24/12/2014;540.46;541.73;536.79;539.44;70.68K
25/12/2014;536.21;537.47;531.52;532.01;89.29K
26/12/2014;531.84;537.89;527.41;533.37;105.31K
29/12/2014;533.37;538.83;528.63;532.68;104.11K
30/12/2014;531.07;537.57;526.61;537.57;86.68K
31/12/2014;538.68;546.62;537.91;545.63;122.97K
05/01/2015;545.43;549.22;543.78;544.45;95.95K
